Source,Source City,Source Country,Target,Target City,Target Country,Source Lat,Source Lon,Target Lat,Target Lon,Weight
BTV,Burlington (US) VT,USA,DCA,Washington,USA,44.4719,-73.1533,38.8522,-77.0378,4219
BUF,Buffalo,USA,CLT,Charlotte,USA,42.9405,-78.7322,35.214,-80.9431,7740
BWI,Baltimore,USA,CLT,Charlotte,USA,39.1753,-76.6683,35.214,-80.9431,35210
CAE,Columbia (US) SC,USA,CLT,Charlotte,USA,33.9388,-81.1195,35.214,-80.9431,11598
CLT,Charlotte,USA,ABE,Allentown/Bethlehem/Easton,USA,35.214,-80.9431,40.6521,-75.4408,3720
SFO,San Francisco,USA,PIT,Pittsburgh,USA,37.619,-122.375,40.4915,-80.2329,14027
CLT,Charlotte,USA,ALB,Albany (US) NY,USA,35.214,-80.9431,42.7483,-73.8017,4464
CLT,Charlotte,USA,BDL,Hartford,USA,35.214,-80.9431,41.9392,-72.6833,17061
CLT,Charlotte,USA,BUF,Buffalo,USA,35.214,-80.9431,42.9405,-78.7322,8370
CLT,Charlotte,USA,BWI,Baltimore,USA,35.214,-80.9431,39.1753,-76.6683,36594
CLT,Charlotte,USA,CAE,Columbia (US) SC,USA,35.214,-80.9431,33.9388,-81.1195,11611
CLT,Charlotte,USA,EWN,New Bern,USA,35.214,-80.9431,35.073,-77.0429,11849
CLT,Charlotte,USA,HTS,Huntington,USA,35.214,-80.9431,38.3667,-82.558,1653
TPA,Tampa,USA,CLT,Charlotte,USA,27.9755,-82.5332,35.214,-80.9431,39465
TPA,Tampa,USA,VPS,Valparaiso,USA,27.9755,-82.5332,30.4832,-86.5254,570
TTN,Philadelphia,USA,BED,Bedford/Hanscom,USA,40.2767,-74.8135,42.47,-71.289,4200
VPS,Valparaiso,USA,TPA,Tampa,USA,30.4832,-86.5254,27.9755,-82.5332,1159
ACK,Nantucket,USA,LGA,New York,USA,41.2531,-70.0602,40.775,-73.875,6141
AGS,Augusta (US) GA,USA,CLT,Charlotte,USA,33.3699,-81.9645,35.214,-80.9431,6512
CLT,Charlotte,USA,MHT,Manchester (US),USA,35.214,-80.9431,42.9326,-71.4357,11370
CLT,Charlotte,USA,CMH,Columbus (US) OH,USA,35.214,-80.9431,39.998,-82.8919,13880
CLT,Charlotte,USA,CRW,Charleston (US) WV,USA,35.214,-80.9431,38.3731,-81.5932,6356
CLT,Charlotte,USA,TRI,Tri-Cities Regional,USA,35.214,-80.9431,36.4752,-82.4074,7740
DCA,Washington,USA,BGR,Bangor,USA,38.8522,-77.0378,44.8074,-68.8281,300
DCA,Washington,USA,BTV,Burlington (US) VT,USA,38.8522,-77.0378,44.4719,-73.1533,4211
DCA,Washington,USA,CLT,Charlotte,USA,38.8522,-77.0378,35.214,-80.9431,33378
CKB,Clarksburg,USA,PIT,Pittsburgh,USA,39.2966,-80.2281,40.4915,-80.2329,912
CLT,Charlotte,USA,AGS,Augusta (US) GA,USA,35.214,-80.9431,33.3699,-81.9645,6512
DAY,Dayton,USA,LGA,New York,USA,39.9024,-84.2194,40.775,-73.875,2850
DDC,Dodge City,USA,GCK,Garden City,USA,37.7634,-99.9656,37.9275,-100.724,1026
EWN,New Bern,USA,CLT,Charlotte,USA,35.073,-77.0429,35.214,-80.9431,11849
GCK,Garden City,USA,DDC,Dodge City,USA,37.9275,-100.724,37.7634,-99.9656,589
GSP,Greenville (US) SC,USA,LGA,New York,USA,34.8957,-82.2189,40.775,-73.875,3950
HTS,Huntington,USA,CLT,Charlotte,USA,38.3667,-82.558,35.214,-80.9431,1653
CRW,Charleston (US) WV,USA,CLT,Charlotte,USA,38.3731,-81.5932,35.214,-80.9431,5953
CMH,Columbus (US) OH,USA,CLT,Charlotte,USA,39.998,-82.8919,35.214,-80.9431,13880
CRW,Charleston (US) WV,USA,DCA,Washington,USA,38.3731,-81.5932,38.8522,-77.0378,2678
DCA,Washington,USA,ACK,Nantucket,USA,38.8522,-77.0378,41.2531,-70.0602,1097
LGA,New York,USA,GSP,Greenville (US) SC,USA,40.775,-73.875,34.8957,-82.2189,3900
CLT,Charlotte,USA,GNV,Gainesville,USA,35.214,-80.9431,29.6901,-82.2718,4477
DCA,Washington,USA,ORF,Norfolk,USA,38.8522,-77.0378,36.8946,-76.2012,5957
EVV,Evansville,USA,PIT,Pittsburgh,USA,38.037,-87.5324,40.4915,-80.2329,2436
DCA,Washington,USA,HPN,Westchester County,USA,38.8522,-77.0378,41.067,-73.7076,4306
DCA,Washington,USA,CRW,Charleston (US) WV,USA,38.8522,-77.0378,38.3731,-81.5932,2530
DCA,Washington,USA,PVD,Providence,USA,38.8522,-77.0378,41.7326,-71.4204,14490
LGA,New York,USA,ROA,Roanoke,USA,40.775,-73.875,37.3255,-79.9754,999
LGA,New York,USA,SYR,Syracuse,USA,40.775,-73.875,43.1112,-76.1063,6626
LYH,Lynchburg,USA,PIT,Pittsburgh,USA,37.3267,-79.2004,40.4915,-80.2329,3330
MHK,Manhattan,USA,SLN,Salina,USA,39.141,-96.6708,38.791,-97.6522,1539
MHT,Manchester (US),USA,CLT,Charlotte,USA,42.9326,-71.4357,35.214,-80.9431,11370
LAS,Las Vegas,USA,PIT,Pittsburgh,USA,36.0801,-115.152,40.4915,-80.2329,19256
CMH,Columbus (US) OH,USA,PIT,Pittsburgh,USA,39.998,-82.8919,40.4915,-80.2329,6228
MKE,Milwaukee,USA,PIT,Pittsburgh,USA,42.9472,-87.8966,40.4915,-80.2329,6046
MSS,Massena,USA,OGS,Ogdensburg,USA,44.9358,-74.8456,44.6819,-75.4655,513
MYR,Myrtle Beach,USA,PHL,Philadelphia,USA,33.6797,-78.9283,39.8719,-75.2411,600
OGS,Ogdensburg,USA,MSS,Massena,USA,44.6819,-75.4655,44.9358,-74.8456,589
HYA,Hyannis,USA,LGA,New York,USA,41.6693,-70.2804,40.775,-73.875,2370
LGA,New York,USA,ALB,Albany (US) NY,USA,40.775,-73.875,42.7483,-73.8017,2128
LGA,New York,USA,DAY,Dayton,USA,40.775,-73.875,39.9024,-84.2194,2850
LAX,Los Angeles,USA,PIT,Pittsburgh,USA,33.9425,-118.408,40.4915,-80.2329,15834
LGA,New York,USA,HYA,Hyannis,USA,40.775,-73.875,41.6693,-70.2804,2526
LBE,Latrobe,USA,PIT,Pittsburgh,USA,40.2759,-79.4048,40.4915,-80.2329,2261
PHL,Philadelphia,USA,MYR,Myrtle Beach,USA,39.8719,-75.2411,33.6797,-78.9283,600
PHL,Philadelphia,USA,RDG,Reading,USA,39.8719,-75.2411,40.3785,-75.9652,589
PHL,Philadelphia,USA,SAN,San Diego,USA,39.8719,-75.2411,32.7336,-117.19,15103
PHL,Philadelphia,USA,SDF,Louisville,USA,39.8719,-75.2411,38.1744,-85.736,2449
MCO,Orlando,USA,PFN,Panama City (US),USA,28.4294,-81.309,30.216667,-85.683333,494
MDT,Harrisburg,USA,BOS,Boston,USA,40.1935,-76.7634,42.3643,-71.0052,3034
ORF,Norfolk,USA,DCA,Washington,USA,36.8946,-76.2012,38.8522,-77.0378,4958
PIT,Pittsburgh,USA,BLF,Bluefield,USA,40.4915,-80.2329,37.2958,-81.2077,1083
PIT,Pittsburgh,USA,LYH,Lynchburg,USA,40.4915,-80.2329,37.3267,-79.2004,3330
PIT,Pittsburgh,USA,PKB,Parkersburg/Marietta,USA,40.4915,-80.2329,39.3451,-81.4392,2603
PIT,Pittsburgh,USA,ROA,Roanoke,USA,40.4915,-80.2329,37.3255,-79.9754,4507
PFN,Panama City (US),USA,MCO,Orlando,USA,30.216667,-85.683333,28.4294,-81.309,494
GNV,Gainesville,USA,CLT,Charlotte,USA,29.6901,-82.2718,35.214,-80.9431,4477
HTS,Huntington,USA,PIT,Pittsburgh,USA,38.3667,-82.558,40.4915,-80.2329,2648
ITH,Ithaca,USA,LGA,New York,USA,42.491,-76.4584,40.775,-73.875,2849
PHL,Philadelphia,USA,ACK,Nantucket,USA,39.8719,-75.2411,41.2531,-70.0602,1970
PIT,Pittsburgh,USA,SBN,South Bend,USA,40.4915,-80.2329,41.7087,-86.3173,5900
PKB,Parkersburg/Marietta,USA,PIT,Pittsburgh,USA,39.3451,-81.4392,40.4915,-80.2329,2603
RDG,Reading,USA,PHL,Philadelphia,USA,40.3785,-75.9652,39.8719,-75.2411,589
LGA,New York,USA,ACK,Nantucket,USA,40.775,-73.875,41.2531,-70.0602,6034
LGA,New York,USA,ITH,Ithaca,USA,40.775,-73.875,42.491,-76.4584,3145
LIT,Little Rock,USA,MSY,New Orleans,USA,34.7294,-92.2243,29.9934,-90.258,1919
MCI,Kansas City,USA,OMA,Omaha,USA,39.2976,-94.7139,41.3032,-95.8941,1007
ROA,Roanoke,USA,LGA,New York,USA,37.3255,-79.9754,40.775,-73.875,999
ROA,Roanoke,USA,PIT,Pittsburgh,USA,37.3255,-79.9754,40.4915,-80.2329,4470
SAN,San Diego,USA,PHL,Philadelphia,USA,32.7336,-117.19,39.8719,-75.2411,15299
SBN,South Bend,USA,PIT,Pittsburgh,USA,41.7087,-86.3173,40.4915,-80.2329,5900
SDF,Louisville,USA,PHL,Philadelphia,USA,38.1744,-85.736,39.8719,-75.2411,2449
SEA,Seattle,USA,CLT,Charlotte,USA,47.449,-122.309,35.214,-80.9431,3720
SLN,Salina,USA,MHK,Manhattan,USA,38.791,-97.6522,39.141,-96.6708,1539
SYR,Syracuse,USA,LGA,New York,USA,43.1112,-76.1063,40.775,-73.875,5664
MSY,New Orleans,USA,LIT,Little Rock,USA,29.9934,-90.258,34.7294,-92.2243,1919
MSY,New Orleans,USA,PIT,Pittsburgh,USA,29.9934,-90.258,40.4915,-80.2329,3720
OMA,Omaha,USA,MCI,Kansas City,USA,41.3032,-95.8941,39.2976,-94.7139,1007
PIT,Pittsburgh,USA,ART,Watertown (US) NY,USA,40.4915,-80.2329,43.9919,-76.0217,1539
PIT,Pittsburgh,USA,AVP,Wilkes-Barre,USA,40.4915,-80.2329,41.3385,-75.7234,6553
PIT,Pittsburgh,USA,LBE,Latrobe,USA,40.4915,-80.2329,40.2759,-79.4048,2261
PIT,Pittsburgh,USA,EVV,Evansville,USA,40.4915,-80.2329,38.037,-87.5324,2436
PIT,Pittsburgh,USA,LAS,Las Vegas,USA,40.4915,-80.2329,36.0801,-115.152,19256
PIT,Pittsburgh,USA,LAX,Los Angeles,USA,40.4915,-80.2329,33.9425,-118.408,15613
PIT,Pittsburgh,USA,RIC,Richmond (US),USA,40.4915,-80.2329,37.5052,-77.3197,8700
PIT,Pittsburgh,USA,SYR,Syracuse,USA,40.4915,-80.2329,43.1112,-76.1063,9325
PVD,Providence,USA,DCA,Washington,USA,41.7326,-71.4204,38.8522,-77.0378,14490
PHL,Philadelphia,USA,SCE,State College,USA,39.8719,-75.2411,40.8493,-77.8487,5661
RKD,Rockland,USA,BOS,Boston,USA,44.0601,-69.0992,42.3643,-71.0052,2280
RIC,Richmond (US),USA,PIT,Pittsburgh,USA,37.5052,-77.3197,40.4915,-80.2329,7300
ROC,Rochester (US) NY,USA,BDL,Hartford,USA,43.1189,-77.6724,41.9392,-72.6833,1776
TRI,Tri-Cities Regional,USA,CLT,Charlotte,USA,36.4752,-82.4074,35.214,-80.9431,7740
PIT,Pittsburgh,USA,CKB,Clarksburg,USA,40.4915,-80.2329,39.2966,-80.2281,1501
PIT,Pittsburgh,USA,CMH,Columbus (US) OH,USA,40.4915,-80.2329,39.998,-82.8919,6228
PIT,Pittsburgh,USA,FLL,Fort Lauderdale,USA,40.4915,-80.2329,26.0726,-80.1527,8858
PIT,Pittsburgh,USA,HTS,Huntington,USA,40.4915,-80.2329,38.3667,-82.558,2685
PIT,Pittsburgh,USA,SAN,San Diego,USA,40.4915,-80.2329,32.7336,-117.19,14872
PIT,Pittsburgh,USA,SCE,State College,USA,40.4915,-80.2329,40.8493,-77.8487,4366
SYR,Syracuse,USA,PIT,Pittsburgh,USA,43.1112,-76.1063,40.4915,-80.2329,11502
SCE,State College,USA,PHL,Philadelphia,USA,40.8493,-77.8487,39.8719,-75.2411,4514
SCE,State College,USA,PIT,Pittsburgh,USA,40.8493,-77.8487,40.4915,-80.2329,6475
BHM,Birmingham (US),USA,PHL,Philadelphia,USA,33.5629,-86.7535,39.8719,-75.2411,1500
BOS,Boston,USA,BUF,Buffalo,USA,42.3643,-71.0052,42.9405,-78.7322,5350
BOS,Boston,USA,PQI,Presque Isle,USA,42.3643,-71.0052,46.689,-68.0448,2790
BUF,Buffalo,USA,BOS,Boston,USA,42.9405,-78.7322,42.3643,-71.0052,5400
CLT,Charlotte,USA,JAN,Jackson (US) MS,USA,35.214,-80.9431,32.3112,-90.0759,4550
CLT,Charlotte,USA,PGV,Greenville,USA,35.214,-80.9431,35.6352,-77.3853,5827
DAY,Dayton,USA,PHL,Philadelphia,USA,39.9024,-84.2194,39.8719,-75.2411,2581
DDC,Dodge City,USA,MCI,Kansas City,USA,37.7634,-99.9656,39.2976,-94.7139,589
DUJ,Dubois,USA,PIT,Pittsburgh,USA,41.1783,-78.8987,40.4915,-80.2329,1501
HPN,Westchester County,USA,DCA,Washington,USA,41.067,-73.7076,38.8522,-77.0378,4958
JAN,Jackson (US) MS,USA,CLT,Charlotte,USA,32.3112,-90.0759,35.214,-80.9431,4550
ABE,Allentown/Bethlehem/Easton,USA,PHL,Philadelphia,USA,40.6521,-75.4408,39.8719,-75.2411,8510
ACY,Atlantic City,USA,PHL,Philadelphia,USA,39.4576,-74.5772,39.8719,-75.2411,1596
AHN,Athens (US),USA,CLT,Charlotte,USA,33.9486,-83.3263,35.214,-80.9431,1501
MCI,Kansas City,USA,DDC,Dodge City,USA,39.2976,-94.7139,37.7634,-99.9656,1026
BHB,Bar Harbor,USA,RKD,Rockland,USA,44.45,-68.3615,44.0601,-69.0992,437
CLT,Charlotte,USA,AHN,Athens (US),USA,35.214,-80.9431,33.9486,-83.3263,1501
PBI,West Palm Beach,USA,PIT,Pittsburgh,USA,26.6832,-80.0956,40.4915,-80.2329,3744
PGV,Greenville,USA,CLT,Charlotte,USA,35.6352,-77.3853,35.214,-80.9431,5827
PHL,Philadelphia,USA,BHM,Birmingham (US),USA,39.8719,-75.2411,33.5629,-86.7535,1550
PHL,Philadelphia,USA,DAY,Dayton,USA,39.8719,-75.2411,39.9024,-84.2194,2581
CLT,Charlotte,USA,HHH,Hilton Head Island,USA,35.214,-80.9431,32.2244,-80.6975,10804
CLT,Charlotte,USA,LAS,Las Vegas,USA,35.214,-80.9431,36.0801,-115.152,14702
PIT,Pittsburgh,USA,DAY,Dayton,USA,40.4915,-80.2329,39.9024,-84.2194,6757
PIT,Pittsburgh,USA,DUJ,Dubois,USA,40.4915,-80.2329,41.1783,-78.8987,1501
PIT,Pittsburgh,USA,TOL,Toledo,USA,40.4915,-80.2329,41.5868,-83.8078,4920
PQI,Presque Isle,USA,BOS,Boston,USA,46.689,-68.0448,42.3643,-71.0052,2790
DUJ,Dubois,USA,JHW,Jamestown (US) NY,USA,41.1783,-78.8987,42.1534,-79.258,589
GSP,Greenville (US) SC,USA,PHL,Philadelphia,USA,34.8957,-82.2189,39.8719,-75.2411,4566
HHH,Hilton Head Island,USA,CLT,Charlotte,USA,32.2244,-80.6975,35.214,-80.9431,10804
HSV,Huntsville,USA,LGA,New York,USA,34.6372,-86.7751,40.775,-73.875,1300
JHW,Jamestown (US) NY,USA,DUJ,Dubois,USA,42.1534,-79.258,41.1783,-78.8987,589
JST,Johnstown,USA,PIT,Pittsburgh,USA,40.3161,-78.8339,40.4915,-80.2329,1672
LAS,Las Vegas,USA,CLT,Charlotte,USA,36.0801,-115.152,35.214,-80.9431,14702
LGA,New York,USA,HSV,Huntsville,USA,40.775,-73.875,34.6372,-86.7751,1300
TOL,Toledo,USA,PIT,Pittsburgh,USA,41.5868,-83.8078,40.4915,-80.2329,4920
MCO,Orlando,USA,VPS,Valparaiso,USA,28.4294,-81.309,30.4832,-86.5254,912
MDT,Harrisburg,USA,SCE,State College,USA,40.1935,-76.7634,40.8493,-77.8487,962
MYR,Myrtle Beach,USA,PIT,Pittsburgh,USA,33.6797,-78.9283,40.4915,-80.2329,150
PHL,Philadelphia,USA,ABE,Allentown/Bethlehem/Easton,USA,39.8719,-75.2411,40.6521,-75.4408,8510
PHL,Philadelphia,USA,ACY,Atlantic City,USA,39.8719,-75.2411,39.4576,-74.5772,1596
PHL,Philadelphia,USA,GSP,Greenville (US) SC,USA,39.8719,-75.2411,34.8957,-82.2189,3970
BDL,Hartford,USA,SYR,Syracuse,USA,41.9392,-72.6833,43.1112,-76.1063,912
PIT,Pittsburgh,USA,JST,Johnstown,USA,40.4915,-80.2329,40.3161,-78.8339,1691
PIT,Pittsburgh,USA,MYR,Myrtle Beach,USA,40.4915,-80.2329,33.6797,-78.9283,150
BGR,Bangor,USA,PHL,Philadelphia,USA,44.8074,-68.8281,39.8719,-75.2411,4073
BOS,Boston,USA,RUT,Rutland,USA,42.3643,-71.0052,43.5294,-72.9496,1691
PIT,Pittsburgh,USA,PBI,West Palm Beach,USA,40.4915,-80.2329,26.6832,-80.0956,3720
CAE,Columbia (US) SC,USA,PIT,Pittsburgh,USA,33.9388,-81.1195,40.4915,-80.2329,3153
VPS,Valparaiso,USA,MCO,Orlando,USA,30.4832,-86.5254,28.4294,-81.309,912
CLT,Charlotte,USA,SEA,Seattle,USA,35.214,-80.9431,47.449,-122.309,5239
DCA,Washington,USA,SYR,Syracuse,USA,38.8522,-77.0378,43.1112,-76.1063,3071
FKL,Franklin,USA,PIT,Pittsburgh,USA,41.3779,-79.8604,40.4915,-80.2329,2052
HPN,Westchester County,USA,PHL,Philadelphia,USA,41.067,-73.7076,39.8719,-75.2411,5893
HPN,Westchester County,USA,PIT,Pittsburgh,USA,41.067,-73.7076,40.4915,-80.2329,3366
HVN,New Haven,USA,PHL,Philadelphia,USA,41.2637,-72.8868,39.8719,-75.2411,5106
IPT,Williamsport,USA,PIT,Pittsburgh,USA,41.2418,-76.9211,40.4915,-80.2329,3330
MCI,Kansas City,USA,PHL,Philadelphia,USA,39.2976,-94.7139,39.8719,-75.2411,10584
MDT,Harrisburg,USA,PIT,Pittsburgh,USA,40.1935,-76.7634,40.4915,-80.2329,13607
PHL,Philadelphia,USA,BGR,Bangor,USA,39.8719,-75.2411,44.8074,-68.8281,4073
PHL,Philadelphia,USA,HPN,Westchester County,USA,39.8719,-75.2411,41.067,-73.7076,6505
PHL,Philadelphia,USA,HVN,New Haven,USA,39.8719,-75.2411,41.2637,-72.8868,5106
PHL,Philadelphia,USA,MCI,Kansas City,USA,39.8719,-75.2411,39.2976,-94.7139,11736
PIT,Pittsburgh,USA,CAE,Columbia (US) SC,USA,40.4915,-80.2329,33.9388,-81.1195,3211
PIT,Pittsburgh,USA,FKL,Franklin,USA,40.4915,-80.2329,41.3779,-79.8604,2052
PIT,Pittsburgh,USA,HPN,Westchester County,USA,40.4915,-80.2329,41.067,-73.7076,3398
PIT,Pittsburgh,USA,IPT,Williamsport,USA,40.4915,-80.2329,41.2418,-76.9211,3330
PIT,Pittsburgh,USA,MDT,Harrisburg,USA,40.4915,-80.2329,40.1935,-76.7634,14717
PIT,Pittsburgh,USA,PWM,Portland (US) ME,USA,40.4915,-80.2329,43.6462,-70.3093,7812
PIT,Pittsburgh,USA,TYS,Knoxville,USA,40.4915,-80.2329,35.811,-83.994,2407
PWM,Portland (US) ME,USA,PIT,Pittsburgh,USA,43.6462,-70.3093,40.4915,-80.2329,7812
RUT,Rutland,USA,BOS,Boston,USA,43.5294,-72.9496,42.3643,-71.0052,1691
SYR,Syracuse,USA,BDL,Hartford,USA,43.1112,-76.1063,41.9392,-72.6833,912
SYR,Syracuse,USA,DCA,Washington,USA,43.1112,-76.1063,38.8522,-77.0378,3108
TYS,Knoxville,USA,PIT,Pittsburgh,USA,35.811,-83.994,40.4915,-80.2329,3306
CHO,Charlottesville,USA,CLT,Charlotte,USA,38.1386,-78.4529,35.214,-80.9431,8251
CLT,Charlotte,USA,CHO,Charlottesville,USA,35.214,-80.9431,38.1386,-78.4529,8251
CLT,Charlotte,USA,FAY,Fayetteville (US) NC,USA,35.214,-80.9431,34.9912,-78.8803,10056
CLT,Charlotte,USA,SYR,Syracuse,USA,35.214,-80.9431,43.1112,-76.1063,3720
CRW,Charleston (US) WV,USA,PHL,Philadelphia,USA,38.3731,-81.5932,39.8719,-75.2411,1550
FAY,Fayetteville (US) NC,USA,CLT,Charlotte,USA,34.9912,-78.8803,35.214,-80.9431,10056
GBD,Great Bend,USA,MCI,Kansas City,USA,38.3443,-98.8592,39.2976,-94.7139,513
MCI,Kansas City,USA,GBD,Great Bend,USA,39.2976,-94.7139,38.3443,-98.8592,513
MDT,Harrisburg,USA,PHL,Philadelphia,USA,40.1935,-76.7634,39.8719,-75.2411,9731
PHL,Philadelphia,USA,ALB,Albany (US) NY,USA,39.8719,-75.2411,42.7483,-73.8017,20088
PHL,Philadelphia,USA,CRW,Charleston (US) WV,USA,39.8719,-75.2411,38.3731,-81.5932,1110
PHL,Philadelphia,USA,MDT,Harrisburg,USA,39.8719,-75.2411,40.1935,-76.7634,9583
RDU,Raleigh/Durham,USA,SAV,Savannah,USA,35.8776,-78.7875,32.1276,-81.2021,50
SYR,Syracuse,USA,CLT,Charlotte,USA,43.1112,-76.1063,35.214,-80.9431,3720
ART,Watertown (US) NY,USA,OGS,Ogdensburg,USA,43.9919,-76.0217,44.6819,-75.4655,1083
BGR,Bangor,USA,PIT,Pittsburgh,USA,44.8074,-68.8281,40.4915,-80.2329,1500
BNA,Nashville,USA,PHL,Philadelphia,USA,36.1245,-86.6782,39.8719,-75.2411,7812
BWI,Baltimore,USA,RIC,Richmond (US),USA,39.1753,-76.6683,37.5052,-77.3197,2407
CHS,Charleston (US) SC,USA,RDU,Raleigh/Durham,USA,32.8986,-80.0405,35.8776,-78.7875,1387
CKB,Clarksburg,USA,MGW,Morgantown,USA,39.2966,-80.2281,39.6429,-79.9163,1178
CLT,Charlotte,USA,HSV,Huntsville,USA,35.214,-80.9431,34.6372,-86.7751,6949
CLT,Charlotte,USA,MGM,Montgomery,USA,35.214,-80.9431,32.3006,-86.394,6050
CLT,Charlotte,USA,MSY,New Orleans,USA,35.214,-80.9431,29.9934,-90.258,16686
DAY,Dayton,USA,DCA,Washington,USA,39.9024,-84.2194,38.8522,-77.0378,3132
DCA,Washington,USA,DAY,Dayton,USA,38.8522,-77.0378,39.9024,-84.2194,2407
DCA,Washington,USA,GSO,Greensboro/High Point,USA,38.8522,-77.0378,36.0978,-79.9373,4866
DCA,Washington,USA,SDF,Louisville,USA,38.8522,-77.0378,38.1744,-85.736,4050
GSO,Greensboro/High Point,USA,DCA,Washington,USA,36.0978,-79.9373,38.8522,-77.0378,4903
HSV,Huntsville,USA,CLT,Charlotte,USA,34.6372,-86.7751,35.214,-80.9431,6949
LIT,Little Rock,USA,MCI,Kansas City,USA,34.7294,-92.2243,39.2976,-94.7139,912
MCI,Kansas City,USA,LIT,Little Rock,USA,39.2976,-94.7139,34.7294,-92.2243,912
MGM,Montgomery,USA,CLT,Charlotte,USA,32.3006,-86.394,35.214,-80.9431,6050
MGW,Morgantown,USA,CKB,Clarksburg,USA,39.6429,-79.9163,39.2966,-80.2281,589
MSY,New Orleans,USA,CLT,Charlotte,USA,29.9934,-90.258,35.214,-80.9431,16116
OGS,Ogdensburg,USA,ART,Watertown (US) NY,USA,44.6819,-75.4655,43.9919,-76.0217,1045
PHL,Philadelphia,USA,BNA,Nashville,USA,39.8719,-75.2411,36.1245,-86.6782,7182
PIT,Pittsburgh,USA,BGR,Bangor,USA,40.4915,-80.2329,44.8074,-68.8281,1500
RDU,Raleigh/Durham,USA,CHS,Charleston (US) SC,USA,35.8776,-78.7875,32.8986,-80.0405,1406
RIC,Richmond (US),USA,BWI,Baltimore,USA,37.5052,-77.3197,39.1753,-76.6683,2407
SDF,Louisville,USA,DCA,Washington,USA,38.1744,-85.736,38.8522,-77.0378,4100
AVL,Asheville,USA,RDU,Raleigh/Durham,USA,35.4362,-82.5418,35.8776,-78.7875,418
BGM,Binghamton,USA,PHL,Philadelphia,USA,42.2087,-75.9798,39.8719,-75.2411,6475
BOS,Boston,USA,GSO,Greensboro/High Point,USA,42.3643,-71.0052,36.0978,-79.9373,2850
BOS,Boston,USA,IND,Indianapolis,USA,42.3643,-71.0052,39.7173,-86.2944,4250
CHS,Charleston (US) SC,USA,PHL,Philadelphia,USA,32.8986,-80.0405,39.8719,-75.2411,2697
CLT,Charlotte,USA,LWB,Lewisburg,USA,35.214,-80.9431,37.8583,-80.3995,589
CLT,Charlotte,USA,SFO,San Francisco,USA,35.214,-80.9431,37.619,-122.375,14056
GSO,Greensboro/High Point,USA,BOS,Boston,USA,36.0978,-79.9373,42.3643,-71.0052,2850
GSP,Greenville (US) SC,USA,PIT,Pittsburgh,USA,34.8957,-82.2189,40.4915,-80.2329,1653
LAX,Los Angeles,USA,CLT,Charlotte,USA,33.9425,-118.408,35.214,-80.9431,19097
LWB,Lewisburg,USA,CLT,Charlotte,USA,37.8583,-80.3995,35.214,-80.9431,589
MKE,Milwaukee,USA,PHL,Philadelphia,USA,42.9472,-87.8966,39.8719,-75.2411,9950
MSY,New Orleans,USA,SHV,Shreveport,USA,29.9934,-90.258,32.4466,-93.8256,1919
MVY,Martha's Vineyard,USA,PHL,Philadelphia,USA,41.3931,-70.6143,39.8719,-75.2411,1480
PFN,Panama City (US),USA,VPS,Valparaiso,USA,30.216667,-85.683333,30.4832,-86.5254,2071
PHL,Philadelphia,USA,BGM,Binghamton,USA,39.8719,-75.2411,42.2087,-75.9798,6216
PHL,Philadelphia,USA,CHS,Charleston (US) SC,USA,39.8719,-75.2411,32.8986,-80.0405,2747
PHL,Philadelphia,USA,MKE,Milwaukee,USA,39.8719,-75.2411,42.9472,-87.8966,9950
PHL,Philadelphia,USA,MVY,Martha's Vineyard,USA,39.8719,-75.2411,41.3931,-70.6143,1480
ALB,Albany (US) NY,USA,PHL,Philadelphia,USA,42.7483,-73.8017,39.8719,-75.2411,18900
BHB,Bar Harbor,USA,BOS,Boston,USA,44.45,-68.3615,42.3643,-71.0052,2660
BOS,Boston,USA,BHB,Bar Harbor,USA,42.3643,-71.0052,44.45,-68.3615,3097
PIT,Pittsburgh,USA,GSP,Greenville (US) SC,USA,40.4915,-80.2329,34.8957,-82.2189,2436
PIT,Pittsburgh,USA,TTN,Philadelphia,USA,40.4915,-80.2329,40.2767,-74.8135,1740
RDU,Raleigh/Durham,USA,AVL,Asheville,USA,35.8776,-78.7875,35.4362,-82.5418,418
SFO,San Francisco,USA,CLT,Charlotte,USA,37.619,-122.375,35.214,-80.9431,13664
SHV,Shreveport,USA,MSY,New Orleans,USA,32.4466,-93.8256,29.9934,-90.258,1919
TTN,Philadelphia,USA,PIT,Pittsburgh,USA,40.2767,-74.8135,40.4915,-80.2329,1740
VPS,Valparaiso,USA,PFN,Panama City (US),USA,30.4832,-86.5254,30.216667,-85.683333,1482
DCA,Washington,USA,SAV,Savannah,USA,38.8522,-77.0378,32.1276,-81.2021,150
FLL,Fort Lauderdale,USA,PIT,Pittsburgh,USA,26.0726,-80.1527,40.4915,-80.2329,8928
GON,New London/Groton,USA,PHL,Philadelphia,USA,41.3301,-72.0451,39.8719,-75.2411,2090
HYS,Hays,USA,MCI,Kansas City,USA,38.8422,-99.2732,39.2976,-94.7139,513
LWB,Lewisburg,USA,PIT,Pittsburgh,USA,37.8583,-80.3995,40.4915,-80.2329,1550
MCI,Kansas City,USA,HYS,Hays,USA,39.2976,-94.7139,38.8422,-99.2732,513
PHL,Philadelphia,USA,GON,New London/Groton,USA,39.8719,-75.2411,41.3301,-72.0451,2090
